,as_number,date,ip_address,id,country,as_name
1822,20115,2022-01-03,96.37.113.36,460_2022-01-03_20115_96.37.113.36,US,CHARTER-20115
1823,49040,2022-01-07,185.242.89.198,1648_2022-01-07_49040_185.242.89.198,BG,KIG-UNISAT-TV
1824,54290,2022-01-07,192.119.93.26,1921_2022-01-07_54290_192.119.93.26,US,HOSTWINDS
1825,31133,2022-01-03,31.173.137.49,426_2022-01-03_31133_31.173.137.49,RU,MF-MGSM-AS PJSC MegaFon
1826,28166,2022-01-08,200.236.218.62,1987_2022-01-08_28166_200.236.218.62,BR,Telecom South America SA
1827,16276,2022-01-02,37.59.103.148,66_2022-01-02_16276_37.59.103.148,FR,OVH
1830,34137,2022-01-09,85.88.174.94,2248_2022-01-09_34137_85.88.174.94,RU,RUAMUR-AS
1831,45298,2022-01-07,103.253.107.198,1693_2022-01-07_45298_103.253.107.198,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
1832,262807,2022-01-10,186.250.48.123,2668_2022-01-10_262807_186.250.48.123,BR,Redfox Telecomunicacoes Ltda.
1833,19994,2022-01-09,198.61.167.176,2405_2022-01-09_19994_198.61.167.176,US,RACKSPACE
1834,18734,2022-01-08,201.148.20.37,2028_2022-01-08_18734_201.148.20.37,MX,"Operbes, S.A. de C.V."
1835,16276,2022-01-07,91.121.134.180,1773_2022-01-07_16276_91.121.134.180,FR,OVH
1837,16276,2022-01-10,51.178.186.134,2735_2022-01-10_16276_51.178.186.134,FR,OVH
1838,28006,2022-01-08,190.214.21.14,2164_2022-01-08_28006_190.214.21.14,EC,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
1840,61138,2022-01-06,103.208.86.179,1590_2022-01-06_61138_103.208.86.179,NZ,ZAPPIE-HOST-AS Zappie Host
1841,14061,2022-01-03,178.128.197.110,363_2022-01-03_14061_178.128.197.110,DE,DIGITALOCEAN-ASN
1842,17762,2022-01-07,49.248.217.170,1669_2022-01-07_17762_49.248.217.170,IN,HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd
1843,262543,2022-01-06,177.72.80.14,1470_2022-01-06_262543_177.72.80.14,BR,BRMOM CONSTRUINDO CONEXOES LTDA
1844,63989,2022-01-06,103.82.248.59,1380_2022-01-06_63989_103.82.248.59,TH,DE-CORP DE-CORP
1846,28126,2022-01-06,187.19.167.233,1338_2022-01-06_28126_187.19.167.233,BR,BRISANET SERVICOS DE TELECOMUNICACOES LTDA
1849,7922,2022-01-08,73.151.236.31,2051_2022-01-08_7922_73.151.236.31,US,COMCAST-7922
1850,51167,2022-01-03,144.91.122.94,586_2022-01-03_51167_144.91.122.94,DE,CONTABO
1851,61635,2022-01-06,131.100.24.199,1314_2022-01-06_61635_131.100.24.199,BR,GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME
1852,16276,2022-01-09,51.178.161.32,2236_2022-01-09_16276_51.178.161.32,FR,OVH
1853,15435,2022-01-03,136.143.11.232,462_2022-01-03_15435_136.143.11.232,NL,KABELFOON DELTA Fiber Nederland
1854,27640,2022-01-06,104.36.167.47,1552_2022-01-06_27640_104.36.167.47,US,GIGASNET-AS
1855,8048,2022-01-02,190.73.3.148,160_2022-01-02_8048_190.73.3.148,VE,"CANTV Servicios, Venezuela"
1856,15802,2022-01-02,94.200.181.154,266_2022-01-02_15802_94.200.181.154,AE,DU-AS1
1857,14061,2022-01-07,167.71.11.125,1813_2022-01-07_14061_167.71.11.125,NL,DIGITALOCEAN-ASN
1860,45769,2022-01-08,114.79.148.170,2191_2022-01-08_45769_114.79.148.170,IN,DVOIS-IN D-Vois Broadband Pvt Ltd
1863,11071,2022-01-05,209.33.231.203,1024_2022-01-05_11071_209.33.231.203,US,IW-ASN-11071
1865,16276,2022-01-07,178.33.13.40,1690_2022-01-07_16276_178.33.13.40,FR,OVH
1866,51167,2022-01-02,213.136.86.165,92_2022-01-02_51167_213.136.86.165,DE,CONTABO
1867,22773,2022-01-03,70.163.1.219,603_2022-01-03_22773_70.163.1.219,US,ASN-CXA-ALL-CCI-22773-RDC
1869,14080,2022-01-09,190.145.83.98,2289_2022-01-09_14080_190.145.83.98,CO,Telmex Colombia S.A.
1870,5384,2022-01-09,217.164.247.241,2510_2022-01-09_5384_217.164.247.241,AE,EMIRATES-INTERNET Emirates Internet
1872,13489,2022-01-02,181.129.167.82,71_2022-01-02_13489_181.129.167.82,CO,EPM Telecomunicaciones S.A. E.S.P.
1873,35913,2022-01-07,103.124.107.109,1922_2022-01-07_35913_103.124.107.109,US,DEDIPATH-LLC
1874,31034,2022-01-07,80.211.3.13,1912_2022-01-07_31034_80.211.3.13,IT,ARUBA-ASN
1875,45298,2022-01-02,103.253.107.198,83_2022-01-02_45298_103.253.107.198,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
1876,262642,2022-01-03,177.87.0.7,317_2022-01-03_262642_177.87.0.7,BR,NETCELL TELECOM
1877,63949,2022-01-07,178.79.147.66,1674_2022-01-07_63949_178.79.147.66,GB,"LINODE-AP Linode, LLC"
1878,18059,2022-01-06,203.173.94.162,1462_2022-01-06_18059_203.173.94.162,ID,DTPNET-AS-AP DTPNET NAP
1879,9341,2022-01-07,103.94.0.178,1713_2022-01-07_9341_103.94.0.178,ID,ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS
1880,9318,2022-01-04,1.234.21.73,674_2022-01-04_9318_1.234.21.73,KR,SKB-AS SK Broadband Co Ltd
1881,39819,2022-01-06,91.207.28.33,1343_2022-01-06_39819_91.207.28.33,KG,PROHOST
1882,11071,2022-01-07,209.33.231.203,1664_2022-01-07_11071_209.33.231.203,US,IW-ASN-11071
1883,5769,2022-01-06,23.233.146.92,1577_2022-01-06_5769_23.233.146.92,CA,VIDEOTRON
1884,1221,2022-01-03,120.150.218.241,434_2022-01-03_1221_120.150.218.241,AU,ASN-TELSTRA Telstra Corporation Ltd
1885,138974,2022-01-04,103.150.68.124,643_2022-01-04_138974_103.150.68.124,BD,MESHNETWORK-AS-AP MESH NETWORK
1886,9121,2022-01-03,212.175.98.171,497_2022-01-03_9121_212.175.98.171,TR,TTNET
1889,39819,2022-01-10,91.207.28.33,2590_2022-01-10_39819_91.207.28.33,KG,PROHOST
1891,30083,2022-01-06,69.64.50.41,1438_2022-01-06_30083_69.64.50.41,US,AS-30083-GO-DADDY-COM-LLC
1892,262807,2022-01-07,186.250.48.117,1829_2022-01-07_262807_186.250.48.117,BR,Redfox Telecomunicacoes Ltda.
1893,701,2022-01-10,100.1.119.41,2691_2022-01-10_701_100.1.119.41,US,UUNET
1894,134113,2022-01-09,103.52.135.61,2349_2022-01-09_134113_103.52.135.61,BD,MCN-BD Kazi Sazzad Hossain TA Millennium Computers & Networking
1895,19422,2022-01-08,152.156.122.10,2168_2022-01-08_19422_152.156.122.10,UY,Telefonica Moviles del Uruguay SA
1897,16276,2022-01-02,51.91.142.158,187_2022-01-02_16276_51.91.142.158,FR,OVH
1898,2764,2022-01-02,61.69.102.170,240_2022-01-02_2764_61.69.102.170,AU,AAPT AAPT Limited
1899,26277,2022-01-05,216.108.227.55,1048_2022-01-05_26277_216.108.227.55,US,PREMIANET
1900,27695,2022-01-10,190.109.171.17,2781_2022-01-10_27695_190.109.171.17,CO,EDATEL S.A. E.S.P
1901,63949,2022-01-10,97.107.134.115,2631_2022-01-10_63949_97.107.134.115,US,"LINODE-AP Linode, LLC"
1904,262750,2022-01-06,189.51.118.78,1529_2022-01-06_262750_189.51.118.78,BR,Byal Telecom Ltda
1905,12772,2022-01-08,94.28.78.200,1953_2022-01-08_12772_94.28.78.200,RU,ENFORTA-AS Enforta Autonomous System
1907,9341,2022-01-09,103.94.0.178,2337_2022-01-09_9341_103.94.0.178,ID,ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS
1910,30083,2022-01-10,69.64.50.41,2682_2022-01-10_30083_69.64.50.41,US,AS-30083-GO-DADDY-COM-LLC
1911,9341,2022-01-10,103.94.0.178,2641_2022-01-10_9341_103.94.0.178,ID,ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS
1912,701,2022-01-03,108.4.67.252,467_2022-01-03_701_108.4.67.252,US,UUNET
1913,61635,2022-01-06,131.100.24.192,1319_2022-01-06_61635_131.100.24.192,BR,GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME
1914,46034,2022-01-07,103.74.143.53,1774_2022-01-07_46034_103.74.143.53,ID,DEPKES-AS-ID Departemen Kesehatan
1919,27831,2022-01-07,186.97.201.66,1838_2022-01-07_27831_186.97.201.66,CO,Colombia Movil
1921,16527,2022-01-09,216.177.161.118,2252_2022-01-09_16527_216.177.161.118,US,GVTCINTERNET
1922,51167,2022-01-02,144.91.122.100,284_2022-01-02_51167_144.91.122.100,DE,CONTABO
1923,46606,2022-01-02,162.214.106.107,49_2022-01-02_46606_162.214.106.107,US,UNIFIEDLAYER-AS-1
1924,11071,2022-01-09,209.33.231.203,2288_2022-01-09_11071_209.33.231.203,US,IW-ASN-11071
1925,3786,2022-01-06,211.172.241.52,1445_2022-01-06_3786_211.172.241.52,KR,LGDACOM LG DACOM Corporation
1926,35805,2022-01-04,178.134.47.166,669_2022-01-04_35805_178.134.47.166,GE,SILKNET-AS
1930,26277,2022-01-09,216.108.227.55,2312_2022-01-09_26277_216.108.227.55,US,PREMIANET
1931,14061,2022-01-04,104.248.178.90,709_2022-01-04_14061_104.248.178.90,US,DIGITALOCEAN-ASN
1932,32244,2022-01-08,69.16.218.101,2142_2022-01-08_32244_69.16.218.101,US,LIQUIDWEB
1933,7922,2022-01-03,73.5.119.219,538_2022-01-03_7922_73.5.119.219,US,COMCAST-7922
1935,262359,2022-01-02,186.194.119.205,253_2022-01-02_262359_186.194.119.205,BR,GOONET TELECOMUNICACOES LTDA - ME
1936,22773,2022-01-04,70.163.1.219,933_2022-01-04_22773_70.163.1.219,US,ASN-CXA-ALL-CCI-22773-RDC
1938,262282,2022-01-04,177.52.26.233,874_2022-01-04_262282_177.52.26.233,BR,MARIA LUCIANA MACHADO E CIA LTDA-ME
1942,42730,2022-01-10,178.254.33.197,2572_2022-01-10_42730_178.254.33.197,DE,EVANZOAS
1944,39798,2022-01-06,5.181.156.16,1599_2022-01-06_39798_5.181.156.16,MD,MIVOCLOUD
1946,7922,2022-01-07,50.237.134.22,1903_2022-01-07_7922_50.237.134.22,US,COMCAST-7922
1947,31034,2022-01-05,80.211.3.13,1273_2022-01-05_31034_80.211.3.13,IT,ARUBA-ASN
1948,46690,2022-01-04,32.221.229.7,920_2022-01-04_46690_32.221.229.7,US,SNET-FCC
1949,61635,2022-01-10,131.100.24.192,2566_2022-01-10_61635_131.100.24.192,BR,GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME
1951,27695,2022-01-04,190.109.171.17,889_2022-01-04_27695_190.109.171.17,CO,EDATEL S.A. E.S.P
1953,12271,2022-01-02,98.0.159.122,113_2022-01-02_12271_98.0.159.122,US,TWC-12271-NYC
1955,12874,2022-01-10,93.48.80.198,2700_2022-01-10_12874_93.48.80.198,IT,FASTWEB
1956,19994,2022-01-03,23.253.208.162,623_2022-01-03_19994_23.253.208.162,US,RACKSPACE
1957,37153,2022-01-06,129.232.146.250,1509_2022-01-06_37153_129.232.146.250,ZA,xneelo
1958,31034,2022-01-02,80.211.40.191,119_2022-01-02_31034_80.211.40.191,IT,ARUBA-ASN
1959,9121,2022-01-03,88.253.171.236,627_2022-01-03_9121_88.253.171.236,TR,TTNET
1960,22773,2022-01-06,70.163.1.219,1580_2022-01-06_22773_70.163.1.219,US,ASN-CXA-ALL-CCI-22773-RDC
1963,141995,2022-01-06,194.233.68.48,1556_2022-01-06_141995_194.233.68.48,SG,CAPL-AS-AP Contabo Asia Private Limited
1964,11427,2022-01-06,24.162.214.166,1351_2022-01-06_11427_24.162.214.166,US,TWC-11427-TEXAS
1966,5769,2022-01-09,24.53.49.240,2497_2022-01-09_5769_24.53.49.240,CA,VIDEOTRON
1967,133647,2022-01-04,45.116.106.45,840_2022-01-04_133647_45.116.106.45,IN,ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.
1968,51167,2022-01-02,164.68.99.3,182_2022-01-02_51167_164.68.99.3,DE,CONTABO
1969,262750,2022-01-05,189.51.118.78,1207_2022-01-05_262750_189.51.118.78,BR,Byal Telecom Ltda
1970,13489,2022-01-05,201.184.226.74,1216_2022-01-05_13489_201.184.226.74,CO,EPM Telecomunicaciones S.A. E.S.P.
1971,14061,2022-01-08,159.65.1.71,2207_2022-01-08_14061_159.65.1.71,SG,DIGITALOCEAN-ASN
1972,13489,2022-01-02,181.129.251.109,227_2022-01-02_13489_181.129.251.109,CO,EPM Telecomunicaciones S.A. E.S.P.
1973,45298,2022-01-03,103.253.107.156,385_2022-01-03_45298_103.253.107.156,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
1974,45298,2022-01-10,103.253.107.155,2617_2022-01-10_45298_103.253.107.155,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
1975,21021,2022-01-04,81.190.193.197,873_2022-01-04_21021_81.190.193.197,PL,MULTIMEDIA-AS Cable DTV Internet Voice Provider in Poland.
1978,9905,2022-01-04,139.255.199.196,743_2022-01-04_9905_139.255.199.196,ID,LINKNET-ID-AP Linknet ASN
1979,27695,2022-01-09,186.159.12.18,2468_2022-01-09_27695_186.159.12.18,CO,EDATEL S.A. E.S.P
1980,16276,2022-01-08,51.91.142.158,2113_2022-01-08_16276_51.91.142.158,FR,OVH
1982,45298,2022-01-06,103.253.107.153,1385_2022-01-06_45298_103.253.107.153,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
1983,16276,2022-01-05,37.59.74.180,1240_2022-01-05_16276_37.59.74.180,FR,OVH
1984,9121,2022-01-09,212.175.98.171,2413_2022-01-09_9121_212.175.98.171,TR,TTNET
1985,47583,2022-01-05,45.90.108.123,1117_2022-01-05_47583_45.90.108.123,DE,AS-HOSTINGER
1986,327979,2022-01-07,41.76.108.46,1815_2022-01-07_327979_41.76.108.46,ZA,DIAMATRIX
1987,16276,2022-01-07,91.121.146.47,1928_2022-01-07_16276_91.121.146.47,FR,OVH
1988,262807,2022-01-08,186.250.48.123,2056_2022-01-08_262807_186.250.48.123,BR,Redfox Telecomunicacoes Ltda.
1990,134113,2022-01-10,103.52.135.61,2654_2022-01-10_134113_103.52.135.61,BD,MCN-BD Kazi Sazzad Hossain TA Millennium Computers & Networking
1991,7713,2022-01-08,36.89.98.183,2004_2022-01-08_7713_36.89.98.183,ID,TELKOMNET-AS-AP PT Telekomunikasi Indonesia
1992,14061,2022-01-04,164.90.159.54,860_2022-01-04_14061_164.90.159.54,US,DIGITALOCEAN-ASN
1993,16276,2022-01-05,54.37.70.105,1276_2022-01-05_16276_54.37.70.105,FR,OVH
1995,31034,2022-01-06,80.211.40.191,1410_2022-01-06_31034_80.211.40.191,IT,ARUBA-ASN
1996,16276,2022-01-10,51.91.142.158,2736_2022-01-10_16276_51.91.142.158,FR,OVH
1997,138974,2022-01-06,103.150.68.124,1296_2022-01-06_138974_103.150.68.124,BD,MESHNETWORK-AS-AP MESH NETWORK
1999,20299,2022-01-09,186.32.3.108,2275_2022-01-09_20299_186.32.3.108,CR,Newcom Limited
2000,60930,2022-01-08,45.9.20.200,2080_2022-01-08_60930_45.9.20.200,RU,INTEMMSK-AS
2001,63949,2022-01-07,50.116.62.25,1696_2022-01-07_63949_50.116.62.25,US,"LINODE-AP Linode, LLC"
2002,32244,2022-01-04,69.16.218.101,867_2022-01-04_32244_69.16.218.101,US,LIQUIDWEB
2003,55769,2022-01-05,144.48.139.206,1012_2022-01-05_55769_144.48.139.206,KH,"SEATELECOM-KH SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD"
2004,61138,2022-01-07,103.208.86.179,1909_2022-01-07_61138_103.208.86.179,NZ,ZAPPIE-HOST-AS Zappie Host
2005,136883,2022-01-02,103.109.247.9,85_2022-01-02_136883_103.109.247.9,ID,IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya
2006,63761,2022-01-04,103.70.29.126,969_2022-01-04_63761_103.70.29.126,VN,MAXDATA-VN Cong ty TNHH Dich vu truc tuyen Maxdata
2007,271799,2022-01-09,177.52.221.73,2481_2022-01-09_271799_177.52.221.73,DO,"TELERY NETWORKS, S.R.L"
2008,14061,2022-01-04,107.170.4.227,846_2022-01-04_14061_107.170.4.227,US,DIGITALOCEAN-ASN
2009,27695,2022-01-04,190.109.169.161,885_2022-01-04_27695_190.109.169.161,CO,EDATEL S.A. E.S.P
2010,24492,2022-01-08,49.156.39.150,1938_2022-01-08_24492_49.156.39.150,KH,IIT-WICAM-AS-AP WiCAM Corporation Ltd.
2011,13489,2022-01-05,181.129.85.98,1204_2022-01-05_13489_181.129.85.98,CO,EPM Telecomunicaciones S.A. E.S.P.
2013,3737,2022-01-09,50.29.166.232,2368_2022-01-09_3737_50.29.166.232,US,AS-PTD
2014,14061,2022-01-06,164.90.159.54,1506_2022-01-06_14061_164.90.159.54,US,DIGITALOCEAN-ASN
2017,16527,2022-01-02,216.177.161.118,17_2022-01-02_16527_216.177.161.118,US,GVTCINTERNET
2018,262359,2022-01-07,186.194.119.205,1865_2022-01-07_262359_186.194.119.205,BR,GOONET TELECOMUNICACOES LTDA - ME
2020,51167,2022-01-10,144.91.122.100,2832_2022-01-10_51167_144.91.122.100,DE,CONTABO
2021,136883,2022-01-10,103.109.247.13,2611_2022-01-10_136883_103.109.247.13,ID,IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya
2023,16276,2022-01-02,54.37.106.167,65_2022-01-02_16276_54.37.106.167,FR,OVH
2024,133296,2022-01-08,103.233.25.228,2030_2022-01-08_133296_103.233.25.228,IN,WEBWERKS-AS-IN Web Werks India Pvt. Ltd.
2025,19114,2022-01-09,200.7.198.138,2412_2022-01-09_19114_200.7.198.138,EC,Otecel S.A.
2027,7713,2022-01-09,36.95.110.19,2338_2022-01-09_7713_36.95.110.19,ID,TELKOMNET-AS-AP PT Telekomunikasi Indonesia
2028,56300,2022-01-02,158.140.143.54,259_2022-01-02_56300_158.140.143.54,SG,MYREPUBLIC-SG MyRepublic Ltd.
2029,51167,2022-01-02,207.180.220.242,148_2022-01-02_51167_207.180.220.242,DE,CONTABO
2030,16276,2022-01-06,178.33.13.40,1371_2022-01-06_16276_178.33.13.40,FR,OVH
2031,51167,2022-01-07,5.189.150.29,1800_2022-01-07_51167_5.189.150.29,DE,CONTABO
2032,17451,2022-01-05,182.253.106.35,1033_2022-01-05_17451_182.253.106.35,ID,BIZNET-AS-AP BIZNET NETWORKS
2033,262359,2022-01-10,186.194.119.205,2792_2022-01-10_262359_186.194.119.205,BR,GOONET TELECOMUNICACOES LTDA - ME
2034,62729,2022-01-04,207.210.201.159,859_2022-01-04_62729_207.210.201.159,US,ASMALLORANGE1
2035,7922,2022-01-03,96.80.109.57,595_2022-01-03_7922_96.80.109.57,US,COMCAST-7922
2036,26210,2022-01-06,200.105.199.234,1543_2022-01-06_26210_200.105.199.234,BO,AXS Bolivia S. A.
2040,27695,2022-01-06,186.159.12.18,1535_2022-01-06_27695_186.159.12.18,CO,EDATEL S.A. E.S.P
2043,63949,2022-01-08,66.175.217.172,1997_2022-01-08_63949_66.175.217.172,US,"LINODE-AP Linode, LLC"
2045,141911,2022-01-06,103.164.180.66,1335_2022-01-06_141911_103.164.180.66,ID,IDNIC-DISKOMINFO-BANGKALAN-AS-ID Dinas Komunikasi dan Informatika Kabupaten Bangkalan
2046,16276,2022-01-09,5.39.99.208,2369_2022-01-09_16276_5.39.99.208,FR,OVH
2049,31133,2022-01-10,31.173.137.47,2648_2022-01-10_31133_31.173.137.47,RU,MF-MGSM-AS PJSC MegaFon
2050,22047,2022-01-03,190.45.79.111,634_2022-01-03_22047_190.45.79.111,CL,VTR BANDA ANCHA S.A.
2051,5769,2022-01-09,96.21.251.127,2388_2022-01-09_5769_96.21.251.127,CA,VIDEOTRON
2053,7713,2022-01-09,36.91.36.29,2339_2022-01-09_7713_36.91.36.29,ID,TELKOMNET-AS-AP PT Telekomunikasi Indonesia
2054,265317,2022-01-03,168.121.97.34,539_2022-01-03_265317_168.121.97.34,BR,TRIXNET SERVICOS DE TELEINFORMATICA LTDA
2055,13489,2022-01-07,181.129.251.109,1842_2022-01-07_13489_181.129.251.109,CO,EPM Telecomunicaciones S.A. E.S.P.
2056,48815,2022-01-10,212.112.86.37,2680_2022-01-10_48815_212.112.86.37,IT,CRITICALCASE
2057,14080,2022-01-04,181.49.135.242,902_2022-01-04_14080_181.49.135.242,CO,Telmex Colombia S.A.
2058,46606,2022-01-07,162.214.106.107,1660_2022-01-07_46606_162.214.106.107,US,UNIFIEDLAYER-AS-1
2059,14061,2022-01-05,142.93.218.86,1156_2022-01-05_14061_142.93.218.86,IN,DIGITALOCEAN-ASN
2060,46034,2022-01-05,103.74.143.53,1133_2022-01-05_46034_103.74.143.53,ID,DEPKES-AS-ID Departemen Kesehatan
2062,20473,2022-01-02,216.238.71.31,155_2022-01-02_20473_216.238.71.31,MX,AS-CHOOPA
2063,14061,2022-01-09,198.199.70.22,2416_2022-01-09_14061_198.199.70.22,US,DIGITALOCEAN-ASN
2066,63949,2022-01-04,66.175.217.172,707_2022-01-04_63949_66.175.217.172,US,"LINODE-AP Linode, LLC"
2067,14061,2022-01-09,107.170.4.227,2432_2022-01-09_14061_107.170.4.227,US,DIGITALOCEAN-ASN
2068,60771,2022-01-04,194.190.18.122,735_2022-01-04_60771_194.190.18.122,RU,COMITEN-AS
2070,27831,2022-01-10,186.97.172.178,2583_2022-01-10_27831_186.97.172.178,CO,Colombia Movil
2071,17451,2022-01-08,182.253.100.150,2172_2022-01-08_17451_182.253.100.150,ID,BIZNET-AS-AP BIZNET NETWORKS
2072,262807,2022-01-06,186.250.48.123,1422_2022-01-06_262807_186.250.48.123,BR,Redfox Telecomunicacoes Ltda.
2073,45298,2022-01-06,103.253.107.155,1370_2022-01-06_45298_103.253.107.155,ID,"INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT"
2074,49040,2022-01-07,185.242.88.63,1650_2022-01-07_49040_185.242.88.63,BG,KIG-UNISAT-TV
2075,54290,2022-01-09,192.119.93.26,2526_2022-01-09_54290_192.119.93.26,US,HOSTWINDS
2076,14061,2022-01-06,107.170.4.227,1493_2022-01-06_14061_107.170.4.227,US,DIGITALOCEAN-ASN
2077,9318,2022-01-02,116.124.128.206,208_2022-01-02_9318_116.124.128.206,KR,SKB-AS SK Broadband Co Ltd
2080,14061,2022-01-07,198.199.70.22,1796_2022-01-07_14061_198.199.70.22,US,DIGITALOCEAN-ASN
2081,30689,2022-01-07,72.252.201.34,1794_2022-01-07_30689_72.252.201.34,JM,FLOW-NET
2082,61635,2022-01-10,131.100.24.199,2561_2022-01-10_61635_131.100.24.199,BR,GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME
2083,206206,2022-01-05,213.32.252.221,1206_2022-01-05_206206_213.32.252.221,IQ,KNET
2084,262359,2022-01-04,186.194.119.205,900_2022-01-04_262359_186.194.119.205,BR,GOONET TELECOMUNICACOES LTDA - ME
2085,31133,2022-01-03,31.173.137.47,423_2022-01-03_31133_31.173.137.47,RU,MF-MGSM-AS PJSC MegaFon
2088,19994,2022-01-02,198.61.167.176,170_2022-01-02_19994_198.61.167.176,US,RACKSPACE
2089,37153,2022-01-04,129.232.146.250,863_2022-01-04_37153_129.232.146.250,ZA,xneelo
2090,136969,2022-01-02,103.73.102.174,14_2022-01-02_136969_103.73.102.174,PK,KKNETWROK-AS-AP KK Networks (Pvt) Ltd.
2091,131207,2022-01-05,136.228.128.21,1108_2022-01-05_131207_136.228.128.21,KH,"SINET-KH SINET, Cambodias specialist Internet and Telecom Service Provider."
2092,15435,2022-01-08,136.143.11.232,2075_2022-01-08_15435_136.143.11.232,NL,KABELFOON DELTA Fiber Nederland
2093,16276,2022-01-06,37.59.74.180,1561_2022-01-06_16276_37.59.74.180,FR,OVH
2094,14061,2022-01-02,159.65.3.147,109_2022-01-02_14061_159.65.3.147,SG,DIGITALOCEAN-ASN
2095,5607,2022-01-04,176.24.150.197,910_2022-01-04_5607_176.24.150.197,GB,BSKYB-BROADBAND-AS
2096,131207,2022-01-06,136.228.128.21,1431_2022-01-06_131207_136.228.128.21,KH,"SINET-KH SINET, Cambodias specialist Internet and Telecom Service Provider."
2097,31133,2022-01-05,31.173.137.39,1080_2022-01-05_31133_31.173.137.39,RU,MF-MGSM-AS PJSC MegaFon
2098,64297,2022-01-02,103.77.205.102,19_2022-01-02_64297_103.77.205.102,ID,GLOBALMANDIRI-AS-ID PT Medialink Global Mandiri
2099,16276,2022-01-05,51.178.186.134,1159_2022-01-05_16276_51.178.186.134,FR,OVH
2100,55769,2022-01-08,144.48.139.206,1971_2022-01-08_55769_144.48.139.206,KH,"SEATELECOM-KH SOUTH EAST ASIA TELECOM (Cambodia) Co., LTD"
2101,61635,2022-01-08,131.100.24.192,1957_2022-01-08_61635_131.100.24.192,BR,GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME
2103,31034,2022-01-08,80.211.40.191,2046_2022-01-08_31034_80.211.40.191,IT,ARUBA-ASN
2104,61138,2022-01-10,103.208.86.233,2861_2022-01-10_61138_103.208.86.233,NZ,ZAPPIE-HOST-AS Zappie Host
2106,27855,2022-01-08,45.65.249.154,2151_2022-01-08_27855_45.65.249.154,PE,AXESAT S.A
2107,28126,2022-01-08,187.19.167.233,1976_2022-01-08_28126_187.19.167.233,BR,BRISANET SERVICOS DE TELECOMUNICACOES LTDA
2111,25459,2022-01-07,37.247.35.130,1627_2022-01-07_25459_37.247.35.130,NL,NEDZONE-AS
2113,28006,2022-01-07,190.214.21.14,1858_2022-01-07_28006_190.214.21.14,EC,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
2114,197998,2022-01-09,91.243.125.5,2260_2022-01-09_197998_91.243.125.5,RU,AFKGROUP-AS
2115,209,2022-01-10,65.100.174.110,2683_2022-01-10_209_65.100.174.110,US,CENTURYLINK-US-LEGACY-QWEST
2116,133296,2022-01-05,103.87.173.60,1065_2022-01-05_133296_103.87.173.60,IN,WEBWERKS-AS-IN Web Werks India Pvt. Ltd.
2117,16276,2022-01-07,37.187.115.122,1621_2022-01-07_16276_37.187.115.122,FR,OVH
2119,15802,2022-01-08,94.200.181.154,2183_2022-01-08_15802_94.200.181.154,AE,DU-AS1
2120,136883,2022-01-04,103.109.247.9,724_2022-01-04_136883_103.109.247.9,ID,IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya
2121,27695,2022-01-09,190.109.169.161,2466_2022-01-09_27695_190.109.169.161,CO,EDATEL S.A. E.S.P
2123,9829,2022-01-07,117.220.229.162,1807_2022-01-07_9829_117.220.229.162,IN,BSNL-NIB National Internet Backbone
2125,5769,2022-01-07,23.233.146.92,1896_2022-01-07_5769_23.233.146.92,CA,VIDEOTRON
2126,16276,2022-01-08,54.39.98.141,2017_2022-01-08_16276_54.39.98.141,CA,OVH
2129,16276,2022-01-06,51.210.242.234,1469_2022-01-06_16276_51.210.242.234,FR,OVH
2130,11071,2022-01-02,209.33.231.203,53_2022-01-02_11071_209.33.231.203,US,IW-ASN-11071
2131,63761,2022-01-07,103.70.29.165,1919_2022-01-07_63761_103.70.29.165,VN,MAXDATA-VN Cong ty TNHH Dich vu truc tuyen Maxdata
2132,14061,2022-01-02,128.199.206.91,101_2022-01-02_14061_128.199.206.91,SG,DIGITALOCEAN-ASN
2133,14061,2022-01-02,198.199.98.78,143_2022-01-02_14061_198.199.98.78,US,DIGITALOCEAN-ASN
