"id","as_name","as_number","country","date","ip_address"
"290_2022-01-02_63949_139.162.113.169","""LINODE-AP Linode, LLC""","63949","JP","2022-01-02","139.162.113.169"
"141_2022-12-24_6327_184.68.116.146","SHAW","6327","CA","2022-12-24","184.68.116.146"
"1588_2022-01-06_46606_162.214.50.39","UNIFIEDLAYER-AS-1","46606","US","2022-01-06","162.214.50.39"
"2134_2022-01-08_4621_202.29.237.113","UNINET-AS-AP UNINET-","4621","TH","2022-01-08","202.29.237.113"
"97_2022-12-21_12271_74.66.134.24","TWC-12271-NYC","12271","US","2022-12-21","74.66.134.24"
"83_2022-12-21_7922_174.58.146.57","COMCAST-7922","7922","US","2022-12-21","174.58.146.57"
"2031_2022-01-08_3462_122.117.90.133","HINET Data Communication Business Group","3462","TW","2022-01-08","122.117.90.133"
"160_2022-12-22_139762_103.144.201.62","MSSOLUTION-AS-AP Solution","139762","BD","2022-12-22","103.144.201.62"
"35_2022-12-24_9318_116.125.120.88","SKB-AS SK Broadband Co Ltd","9318","KR","2022-12-24","116.125.120.88"
"92_2022-12-21_16276_51.83.225.143","OVH","16276","RU","2022-12-21","51.83.225.143"
"821_2022-01-04_16276_142.4.219.173","OVH","16276","CA","2022-01-04","142.4.219.173"
"506_2022-01-03_16276_51.79.205.117","OVH","16276","SG","2022-01-03","51.79.205.117"
"142_2022-12-24_8866_46.10.198.106","BTC-AS BULGARIA","8866","BG","2022-12-24","46.10.198.106"
"1591_2022-01-06_63949_139.162.113.169","""LINODE-AP Linode, LLC""","63949","JP","2022-01-06","139.162.113.169"
"111_2022-12-23_6128_24.228.132.224","CABLE-NET-1","6128","US","2022-12-23","24.228.132.224"
"322_2022-01-03_64425_5.182.210.132","SKB-ENTERPRISE","64425","NL","2022-01-03","5.182.210.132"
"169_2022-12-21_10796_65.30.139.145","TWC-10796-MIDWEST","10796","US","2022-12-21","65.30.139.145"
"6_2022-01-02_262642_177.87.0.7","NETCELL TELECOM","262642","BR","2022-01-02","177.87.0.7"
"1404_2022-01-06_12271_98.0.159.122","TWC-12271-NYC","12271","US","2022-01-06","98.0.159.122"
"129_2022-01-02_7922_76.25.142.196","COMCAST-7922","7922","US","2022-01-02","76.25.142.196"
"260_2022-01-02_24940_188.40.48.93","HETZNER-AS","24940","DE","2022-01-02","188.40.48.93"
"1425_2022-01-06_15557_109.12.111.14","LDCOMNET","15557","FR","2022-01-06","109.12.111.14"
"209_2022-01-02_59931_109.75.64.100","LEBOL-AS","59931","LB","2022-01-02","109.75.64.100"
"130_2022-01-02_15557_109.12.111.14","LDCOMNET","15557","FR","2022-01-02","109.12.111.14"
"2193_2022-01-08_3215_217.128.93.27","France Telecom - Orange","3215","FR","2022-01-08","217.128.93.27"
"1491_2022-01-06_62904_170.130.55.98","EONIX-COMMUNICATIONS-ASBLOCK-62904","62904","US","2022-01-06","170.130.55.98"
"1598_2022-01-06_19994_23.253.208.162","RACKSPACE","19994","US","2022-01-06","23.253.208.162"
"1_2022-12-24_16276_37.187.115.122","OVH","16276","FR","2022-12-24","37.187.115.122"
"13_2022-12-23_30036_173.21.10.71","MEDIACOM-ENTERPRISE-BUSINESS","30036","US","2022-12-23","173.21.10.71"
"2001_2022-01-08_9341_103.140.207.110","ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS","9341","ID","2022-01-08","103.140.207.110"
"1354_2022-01-06_17451_182.253.106.35","BIZNET-AS-AP BIZNET NETWORKS","17451","ID","2022-01-06","182.253.106.35"
"2065_2022-01-08_36958_41.86.42.158","CWSeychelles-AS","36958","SC","2022-01-08","41.86.42.158"
"169_2022-12-24_20001_76.170.252.153","TWC-20001-PACWEST","20001","US","2022-12-24","76.170.252.153"
"1247_2022-01-05_20115_24.178.196.158","CHARTER-20115","20115","US","2022-01-05","24.178.196.158"
"150_2022-12-21_20001_70.95.236.129","TWC-20001-PACWEST","20001","US","2022-12-21","70.95.236.129"
"28_2022-12-24_131710_103.9.36.172","IDNIC-AERONET-AS-ID PT Aero Systems Indonesia","131710","ID","2022-12-24","103.9.36.172"
"2606_2022-01-10_63949_66.175.217.172","""LINODE-AP Linode, LLC""","63949","US","2022-01-10","66.175.217.172"
"119_2022-12-22_4804_27.99.45.237","MPX-AS Microplex PTY LTD","4804","AU","2022-12-22","27.99.45.237"
"204_2022-01-02_14061_128.199.192.135","DIGITALOCEAN-ASN","14061","SG","2022-01-02","128.199.192.135"
"2644_2022-01-10_4800_36.37.99.242","LINTASARTA-AS-AP Network Access Provider and Internet Service Provider","4800","ID","2022-01-10","36.37.99.242"
"2385_2022-01-09_20473_207.246.112.221","AS-CHOOPA","20473","US","2022-01-09","207.246.112.221"
"2179_2022-01-08_9318_1.234.65.61","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-08","1.234.65.61"
"973_2022-01-05_14061_46.101.90.205","DIGITALOCEAN-ASN","14061","GB","2022-01-05","46.101.90.205"
"1496_2022-01-06_16276_51.68.138.110","OVH","16276","PL","2022-01-06","51.68.138.110"
"1993_2022-01-08_63949_178.79.147.66","""LINODE-AP Linode, LLC""","63949","GB","2022-01-08","178.79.147.66"
"145_2022-12-21_6830_89.79.229.50","""LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA""","6830","PL","2022-12-21","89.79.229.50"
"107_2022-12-23_11426_69.133.162.35","TWC-11426-CAROLINAS","11426","US","2022-12-23","69.133.162.35"
"2408_2022-01-09_264776_168.197.250.14","Omar Anselmo Ripoll TDC NET","264776","AR","2022-01-09","168.197.250.14"
"566_2022-01-03_27695_186.159.5.177","EDATEL S.A. E.S.P","27695","CO","2022-01-03","186.159.5.177"
"104_2022-12-22_20115_75.143.236.149","CHARTER-20115","20115","US","2022-12-22","75.143.236.149"
"2723_2022-01-10_19114_200.7.198.138","Otecel S.A.","19114","EC","2022-01-10","200.7.198.138"
"998_2022-01-05_61635_131.100.24.192","GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME","61635","BR","2022-01-05","131.100.24.192"
"1789_2022-01-07_16276_51.210.242.234","OVH","16276","FR","2022-01-07","51.210.242.234"
"2365_2022-01-09_15557_109.12.111.14","LDCOMNET","15557","FR","2022-01-09","109.12.111.14"
"1020_2022-01-05_46606_162.214.106.107","UNIFIEDLAYER-AS-1","46606","US","2022-01-05","162.214.106.107"
"585_2022-01-03_15802_94.200.181.154","DU-AS1","15802","AE","2022-01-03","94.200.181.154"
"829_2022-01-04_51167_164.68.99.3","CONTABO","51167","DE","2022-01-04","164.68.99.3"
"196_2022-12-24_3215_2.14.140.222","France Telecom - Orange","3215","FR","2022-12-24","2.14.140.222"
"313_2022-01-03_14061_46.101.90.205","DIGITALOCEAN-ASN","14061","GB","2022-01-03","46.101.90.205"
"148_2022-12-25_30722_93.147.134.85","VODAFONE-IT-ASN","30722","IT","2022-12-25","93.147.134.85"
"2182_2022-01-08_265491_170.78.0.135","ARP TELECOM COMUNICACOES LTDA ME","265491","BR","2022-01-08","170.78.0.135"
"1468_2022-01-06_16276_51.178.61.60","OVH","16276","FR","2022-01-06","51.178.61.60"
"169_2022-12-25_19429_201.244.108.183","ETB - Colombia","19429","CO","2022-12-25","201.244.108.183"
"130_2022-12-25_20042_162.248.14.107","GRAYSON-COLLIN-COMMUNICATIONS","20042","US","2022-12-25","162.248.14.107"
"237_2022-12-21_133660_103.42.86.42","PRISAC-AS-AP PRISAC AVIATION TECHNOLOGIES PRIVATE LIMITED","133660","IN","2022-12-21","103.42.86.42"
"1340_2022-01-06_46606_162.214.188.105","UNIFIEDLAYER-AS-1","46606","US","2022-01-06","162.214.188.105"
"1477_2022-01-06_51167_164.68.99.3","CONTABO","51167","DE","2022-01-06","164.68.99.3"
"1923_2022-01-07_30689_72.252.201.34","FLOW-NET","30689","JM","2022-01-07","72.252.201.34"
"106_2022-12-23_5432_87.65.160.87","PROXIMUS-ISP-AS","5432","BE","2022-12-23","87.65.160.87"
"333_2022-01-03_61635_131.100.24.199","GOPLEX TELECOMUNICACOES E INTERNET LTDA - ME","61635","BR","2022-01-03","131.100.24.199"
"1011_2022-01-05_20299_186.32.3.108","Newcom Limited","20299","CR","2022-01-05","186.32.3.108"
"143_2022-12-23_6830_89.79.229.50","""LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA""","6830","PL","2022-12-23","89.79.229.50"
"2554_2022-01-10_25159_62.64.9.237","SONICDUO-AS","25159","RU","2022-01-10","62.64.9.237"
"1657_2022-01-07_28126_187.19.167.233","BRISANET SERVICOS DE TELECOMUNICACOES LTDA","28126","BR","2022-01-07","187.19.167.233"
"1612_2022-01-07_16276_51.178.161.32","OVH","16276","FR","2022-01-07","51.178.161.32"
"341_2022-01-03_35805_178.134.47.166","SILKNET-AS","35805","GE","2022-01-03","178.134.47.166"
"1795_2022-01-07_4621_202.29.239.161","UNINET-AS-AP UNINET-","4621","TH","2022-01-07","202.29.239.161"
"146_2022-12-25_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-25","12.172.173.82"
"1256_2022-01-05_22884_187.189.86.168","TOTAL PLAY TELECOMUNICACIONES SA DE CV","22884","MX","2022-01-05","187.189.86.168"
"375_2022-01-03_63949_178.79.147.66","""LINODE-AP Linode, LLC""","63949","GB","2022-01-03","178.79.147.66"
"1663_2022-01-07_14061_178.128.197.110","DIGITALOCEAN-ASN","14061","DE","2022-01-07","178.128.197.110"
"597_2022-01-03_7385_209.210.95.228","ALLSTREAM","7385","US","2022-01-03","209.210.95.228"
"499_2022-01-03_14061_198.199.70.22","DIGITALOCEAN-ASN","14061","US","2022-01-03","198.199.70.22"
"2804_2022-01-10_15802_94.200.181.154","DU-AS1","15802","AE","2022-01-10","94.200.181.154"
"526_2022-01-03_9318_116.124.128.206","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-03","116.124.128.206"
"2741_2022-01-10_133647_45.116.106.45","ELXIREDATA-AS-IN ELXIRE DATA SERVICES PVT. LTD.","133647","IN","2022-01-10","45.116.106.45"
"1444_2022-01-06_15435_136.143.11.232","KABELFOON DELTA Fiber Nederland","15435","NL","2022-01-06","136.143.11.232"
"2021_2022-01-08_51167_213.136.86.165","CONTABO","51167","DE","2022-01-08","213.136.86.165"
"2037_2022-01-08_14061_159.65.3.147","DIGITALOCEAN-ASN","14061","SG","2022-01-08","159.65.3.147"
"1299_2022-01-06_24492_49.156.39.150","IIT-WICAM-AS-AP WiCAM Corporation Ltd.","24492","KH","2022-01-06","49.156.39.150"
"770_2022-01-04_11426_71.74.12.34","TWC-11426-CAROLINAS","11426","US","2022-01-04","71.74.12.34"
"1501_2022-01-06_63949_172.104.227.98","""LINODE-AP Linode, LLC""","63949","DE","2022-01-06","172.104.227.98"
"2220_2022-01-08_43513_94.140.114.201","NANO-AS","43513","LV","2022-01-08","94.140.114.201"
"1929_2022-01-07_63761_103.70.29.126","MAXDATA-VN Cong ty TNHH Dich vu truc tuyen Maxdata","63761","VN","2022-01-07","103.70.29.126"
"378_2022-01-03_14061_107.170.64.97","DIGITALOCEAN-ASN","14061","US","2022-01-03","107.170.64.97"
"527_2022-01-03_59931_109.75.64.100","LEBOL-AS","59931","LB","2022-01-03","109.75.64.100"
"58_2022-01-02_17762_49.248.217.170","HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd","17762","IN","2022-01-02","49.248.217.170"
"2489_2022-01-09_265491_170.78.0.135","ARP TELECOM COMUNICACOES LTDA ME","265491","BR","2022-01-09","170.78.0.135"
"144_2022-12-25_701_72.80.7.6","UUNET","701","US","2022-12-25","72.80.7.6"
"195_2022-12-21_22773_184.189.41.80","ASN-CXA-ALL-CCI-22773-RDC","22773","US","2022-12-21","184.189.41.80"
"85_2022-12-22_7922_174.58.146.57","COMCAST-7922","7922","US","2022-12-22","174.58.146.57"
"2651_2022-01-10_31133_31.173.137.49","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-10","31.173.137.49"
"243_2022-01-02_27695_186.159.12.18","EDATEL S.A. E.S.P","27695","CO","2022-01-02","186.159.12.18"
"2517_2022-01-09_63949_139.162.113.169","""LINODE-AP Linode, LLC""","63949","JP","2022-01-09","139.162.113.169"
"2209_2022-01-08_46606_162.214.50.39","UNIFIEDLAYER-AS-1","46606","US","2022-01-08","162.214.50.39"
"315_2022-01-03_138974_103.150.68.124","MESHNETWORK-AS-AP MESH NETWORK","138974","BD","2022-01-03","103.150.68.124"
"2473_2022-01-09_28745_83.146.71.242","SUTTK-AS","28745","RU","2022-01-09","83.146.71.242"
"2025_2022-01-08_14061_207.154.208.93","DIGITALOCEAN-ASN","14061","DE","2022-01-08","207.154.208.93"
"2324_2022-01-09_136883_103.109.247.8","IDNIC-UNUSA-AS-ID Universitas Nahdlatul Ulama Surabaya","136883","ID","2022-01-09","103.109.247.8"
"584_2022-01-03_265491_170.78.0.135","ARP TELECOM COMUNICACOES LTDA ME","265491","BR","2022-01-03","170.78.0.135"
"174_2022-12-24_133660_103.42.86.42","PRISAC-AS-AP PRISAC AVIATION TECHNOLOGIES PRIVATE LIMITED","133660","IN","2022-12-24","103.42.86.42"
"350_2022-01-03_49040_185.242.88.63","KIG-UNISAT-TV","49040","BG","2022-01-03","185.242.88.63"
"2610_2022-01-10_9341_103.140.207.110","ICONPLN-ID-AP-ISP PT INDONESIA COMNETS PLUS","9341","ID","2022-01-10","103.140.207.110"
"2452_2022-01-09_265317_168.121.97.34","TRIXNET SERVICOS DE TELEINFORMATICA LTDA","265317","BR","2022-01-09","168.121.97.34"
"91_2022-12-24_12479_37.14.229.220","UNI2-AS","12479","ES","2022-12-24","37.14.229.220"
"1406_2022-01-06_7713_36.67.109.15","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-06","36.67.109.15"
"926_2022-01-04_7385_209.210.95.228","ALLSTREAM","7385","US","2022-01-04","209.210.95.228"
"29_2022-01-02_36926_154.79.244.182","CKL1-ASN","36926","KE","2022-01-02","154.79.244.182"
"90_2022-12-23_3215_90.104.22.28","France Telecom - Orange","3215","FR","2022-12-23","90.104.22.28"
"60_2022-12-21_55836_136.232.184.134","RELIANCEJIO-IN Reliance Jio Infocomm Limited","55836","IN","2022-12-21","136.232.184.134"
"1116_2022-01-05_209_65.100.174.110","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-01-05","65.100.174.110"
"2292_2022-01-09_28166_200.236.218.62","Telecom South America SA","28166","BR","2022-01-09","200.236.218.62"
"1572_2022-01-06_7385_209.210.95.228","ALLSTREAM","7385","US","2022-01-06","209.210.95.228"
"141_2022-12-21_22773_98.187.21.2","ASN-CXA-ALL-CCI-22773-RDC","22773","US","2022-12-21","98.187.21.2"
"123_2022-01-02_37693_41.228.22.180","TUNISIANA","37693","TN","2022-01-02","41.228.22.180"
"199_2022-01-02_14061_107.170.4.227","DIGITALOCEAN-ASN","14061","US","2022-01-02","107.170.4.227"
"2563_2022-01-10_13124_87.97.178.92","IBGC","13124","BG","2022-01-10","87.97.178.92"
"221_2022-12-23_48544_87.252.106.197","TECNOADSL-AS","48544","IT","2022-12-23","87.252.106.197"
"2527_2022-01-09_35913_103.124.107.109","DEDIPATH-LLC","35913","US","2022-01-09","103.124.107.109"
"1492_2022-01-06_14061_167.71.11.125","DIGITALOCEAN-ASN","14061","NL","2022-01-06","167.71.11.125"
"118_2022-12-24_7922_73.155.10.79","COMCAST-7922","7922","US","2022-12-24","73.155.10.79"
"36_2022-01-02_14061_178.128.23.9","DIGITALOCEAN-ASN","14061","SG","2022-01-02","178.128.23.9"
"1967_2022-01-08_49040_185.242.89.198","KIG-UNISAT-TV","49040","BG","2022-01-08","185.242.89.198"
"2195_2022-01-08_7922_96.80.109.57","COMCAST-7922","7922","US","2022-01-08","96.80.109.57"
"230_2022-01-02_41843_188.234.115.35","ERTH-OMSK-AS","41843","RU","2022-01-02","188.234.115.35"
"234_2022-12-21_17552_171.97.42.82","TRUEONLINE-AS-AP True Online","17552","TH","2022-12-21","171.97.42.82"
"17_2022-12-22_31034_95.110.160.239","ARUBA-ASN","31034","IT","2022-12-22","95.110.160.239"
"1960_2022-01-08_35805_178.134.47.166","SILKNET-AS","35805","GE","2022-01-08","178.134.47.166"
"755_2022-01-04_7713_36.67.109.15","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-04","36.67.109.15"
"35_2022-12-21_20001_172.115.177.204","TWC-20001-PACWEST","20001","US","2022-12-21","172.115.177.204"
"236_2022-12-22_48544_87.252.106.197","TECNOADSL-AS","48544","IT","2022-12-22","87.252.106.197"
"1046_2022-01-05_200698_185.164.32.148","GLOBALHOST-BOSNIA-AS","200698","BA","2022-01-05","185.164.32.148"
"1875_2022-01-07_141995_194.233.68.48","CAPL-AS-AP Contabo Asia Private Limited","141995","SG","2022-01-07","194.233.68.48"
"1500_2022-01-06_8412_81.223.127.86","TMA Magenta Telekom","8412","AT","2022-01-06","81.223.127.86"
"226_2022-12-23_577_76.68.151.148","BACOM","577","CA","2022-12-23","76.68.151.148"
"807_2022-01-04_46034_103.74.143.53","DEPKES-AS-ID Departemen Kesehatan","46034","ID","2022-01-04","103.74.143.53"
"1568_2022-01-06_3215_217.128.93.27","France Telecom - Orange","3215","FR","2022-01-06","217.128.93.27"
"2447_2022-01-09_37153_129.232.146.250","xneelo","37153","ZA","2022-01-09","129.232.146.250"
"1424_2022-01-06_7922_67.165.206.193","COMCAST-7922","7922","US","2022-01-06","67.165.206.193"
"1200_2022-01-05_22724_190.110.222.109","PUNTONET S.A.","22724","EC","2022-01-05","190.110.222.109"
"2423_2022-01-09_8560_50.21.183.143","""IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.""","8560","US","2022-01-09","50.21.183.143"
"1541_2022-01-06_27695_186.159.16.58","EDATEL S.A. E.S.P","27695","CO","2022-01-06","186.159.16.58"
"87_2022-12-23_11426_24.142.218.202","TWC-11426-CAROLINAS","11426","US","2022-12-23","24.142.218.202"
"1013_2022-01-05_49037_185.9.187.10","PG19","49037","RU","2022-01-05","185.9.187.10"
"1118_2022-01-05_14061_198.199.98.78","DIGITALOCEAN-ASN","14061","US","2022-01-05","198.199.98.78"
"1056_2022-01-05_63949_50.116.62.25","""LINODE-AP Linode, LLC""","63949","US","2022-01-05","50.116.62.25"
"320_2022-01-03_14061_178.128.83.165","DIGITALOCEAN-ASN","14061","SG","2022-01-03","178.128.83.165"
"2225_2022-01-08_51407_176.67.56.94","MADA-AS","51407","PS","2022-01-08","176.67.56.94"
"492_2022-01-03_16276_142.4.219.173","OVH","16276","CA","2022-01-03","142.4.219.173"
"1126_2022-01-05_31034_212.237.17.99","ARUBA-ASN","31034","IT","2022-01-05","212.237.17.99"
"289_2022-01-02_61138_103.208.86.179","ZAPPIE-HOST-AS Zappie Host","61138","NZ","2022-01-02","103.208.86.179"
"128_2022-12-22_7922_76.20.42.45","COMCAST-7922","7922","US","2022-12-22","76.20.42.45"
"1665_2022-01-07_14080_190.145.83.98","Telmex Colombia S.A.","14080","CO","2022-01-07","190.145.83.98"
"102_2022-12-23_3301_213.67.255.57","TELIANET-SWEDEN Telia Company","3301","SE","2022-12-23","213.67.255.57"
"2215_2022-01-08_16276_51.38.71.0","OVH","16276","GB","2022-01-08","51.38.71.0"
"221_2022-12-21_213373_45.141.58.139","IPCONNECT","213373","SC","2022-12-21","45.141.58.139"
"197_2022-12-21_9534_121.121.100.148","MAXIS-AS1-AP Binariang Berhad","9534","MY","2022-12-21","121.121.100.148"
"758_2022-01-04_7713_36.92.59.93","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-04","36.92.59.93"
"81_2022-12-24_16276_54.37.130.24","OVH","16276","FR","2022-12-24","54.37.130.24"
"469_2022-01-03_31034_212.237.17.99","ARUBA-ASN","31034","IT","2022-01-03","212.237.17.99"
"1459_2022-01-06_24550_116.90.234.82","WEBSURFERNP-AS-NP Websurfer Nepal Internet Service Provider","24550","NP","2022-01-06","116.90.234.82"
"1356_2022-01-06_16276_54.37.106.167","OVH","16276","FR","2022-01-06","54.37.106.167"
"56_2022-12-21_266742_45.230.169.132","SOLUCIONES DCN NETWORK C.A","266742","VE","2022-12-21","45.230.169.132"
"106_2022-01-02_7713_36.95.110.19","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-02","36.95.110.19"
"195_2022-01-02_51167_144.91.110.219","CONTABO","51167","DE","2022-01-02","144.91.110.219"
"15_2022-12-22_9829_117.248.109.38","BSNL-NIB National Internet Backbone","9829","IN","2022-12-22","117.248.109.38"
"529_2022-01-03_4621_202.29.237.113","UNINET-AS-AP UNINET-","4621","TH","2022-01-03","202.29.237.113"
"2639_2022-01-10_133296_103.233.25.228","WEBWERKS-AS-IN Web Werks India Pvt. Ltd.","133296","IN","2022-01-10","103.233.25.228"
"2579_2022-01-10_20299_186.32.3.108","Newcom Limited","20299","CR","2022-01-10","186.32.3.108"
"1224_2022-01-05_262359_186.194.119.205","GOONET TELECOMUNICACOES LTDA - ME","262359","BR","2022-01-05","186.194.119.205"
"1495_2022-01-06_9340_117.54.140.98","""INDONET-AS-AP INDO Internet, PT""","9340","ID","2022-01-06","117.54.140.98"
"191_2022-12-23_5089_82.6.99.234","NTL","5089","GB","2022-12-23","82.6.99.234"
"100_2022-12-21_20115_75.143.236.149","CHARTER-20115","20115","US","2022-12-21","75.143.236.149"
"2328_2022-01-09_45298_103.253.107.153","""INTERLINK-TECH-AS-ID INTERLINK TECHNOLOGY, PT""","45298","ID","2022-01-09","103.253.107.153"
"2073_2022-01-08_14061_198.199.98.78","DIGITALOCEAN-ASN","14061","US","2022-01-08","198.199.98.78"
"656_2022-01-04_16527_216.177.161.118","GVTCINTERNET","16527","US","2022-01-04","216.177.161.118"
"629_2022-01-03_35913_103.124.107.109","DEDIPATH-LLC","35913","US","2022-01-03","103.124.107.109"
"329_2022-01-03_701_108.55.14.158","UUNET","701","US","2022-01-03","108.55.14.158"
"2443_2022-01-09_4621_202.29.237.113","UNINET-AS-AP UNINET-","4621","TH","2022-01-09","202.29.237.113"
"391_2022-01-03_16276_178.33.13.40","OVH","16276","FR","2022-01-03","178.33.13.40"
"133_2022-12-22_13285_2.99.47.198","OPALTELECOM-AS TalkTalk Communications Limited","13285","GB","2022-12-22","2.99.47.198"
"1653_2022-01-07_49037_185.9.187.10","PG19","49037","RU","2022-01-07","185.9.187.10"
"2381_2022-01-09_15435_136.143.11.232","KABELFOON DELTA Fiber Nederland","15435","NL","2022-01-09","136.143.11.232"
"6_2022-12-21_14061_104.248.178.90","DIGITALOCEAN-ASN","14061","US","2022-12-21","104.248.178.90"
"2024_2022-01-08_133296_103.87.173.60","WEBWERKS-AS-IN Web Werks India Pvt. Ltd.","133296","IN","2022-01-08","103.87.173.60"
"93_2022-12-23_12479_85.59.61.52","UNI2-AS","12479","ES","2022-12-23","85.59.61.52"
"125_2022-12-24_12479_92.186.69.229","UNI2-AS","12479","ES","2022-12-24","92.186.69.229"
"1145_2022-01-05_132241_103.8.26.103","SKSATECH1-MY SKSA TECHNOLOGY SDN BHD","132241","MY","2022-01-05","103.8.26.103"
"1734_2022-01-07_10796_75.188.35.168","TWC-10796-MIDWEST","10796","US","2022-01-07","75.188.35.168"
"417_2022-01-03_7713_36.95.110.19","TELKOMNET-AS-AP PT Telekomunikasi Indonesia","7713","ID","2022-01-03","36.95.110.19"
"163_2022-12-24_209_67.235.138.14","CENTURYLINK-US-LEGACY-QWEST","209","US","2022-12-24","67.235.138.14"
"653_2022-01-04_136969_103.73.102.174","KKNETWROK-AS-AP KK Networks (Pvt) Ltd.","136969","PK","2022-01-04","103.73.102.174"
"59_2022-12-22_55836_136.232.184.134","RELIANCEJIO-IN Reliance Jio Infocomm Limited","55836","IN","2022-12-22","136.232.184.134"
"2834_2022-01-10_14061_139.59.14.223","DIGITALOCEAN-ASN","14061","IN","2022-01-10","139.59.14.223"
"2077_2022-01-08_11888_201.172.31.95","""Television Internacional, S.A. de C.V.""","11888","MX","2022-01-08","201.172.31.95"
"7_2022-12-22_14280_204.174.223.210","NETNATION","14280","CA","2022-12-22","204.174.223.210"
"2626_2022-01-10_16276_54.39.98.141","OVH","16276","CA","2022-01-10","54.39.98.141"
"141_2022-12-23_7018_12.172.173.82","ATT-INTERNET4","7018","US","2022-12-23","12.172.173.82"
"165_2022-12-24_53667_45.61.184.24","PONYNET","53667","US","2022-12-24","45.61.184.24"
"1105_2022-01-05_20115_68.186.192.69","CHARTER-20115","20115","US","2022-01-05","68.186.192.69"
"2857_2022-01-10_131710_103.9.36.172","IDNIC-AERONET-AS-ID PT Aero Systems Indonesia","131710","ID","2022-01-10","103.9.36.172"
"750_2022-01-04_31133_31.173.137.39","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-04","31.173.137.39"
"48_2022-01-02_46606_162.214.188.105","UNIFIEDLAYER-AS-1","46606","US","2022-01-02","162.214.188.105"
"29_2022-12-24_7782_66.230.104.103","ALSK-7782","7782","US","2022-12-24","66.230.104.103"
"612_2022-01-03_46606_162.214.50.39","UNIFIEDLAYER-AS-1","46606","US","2022-01-03","162.214.50.39"
"1778_2022-01-07_27792_181.189.221.250","Wiltel Comunicaciones SA","27792","AR","2022-01-07","181.189.221.250"
"2026_2022-01-08_16125_5.199.162.48","CHERRYSERVERS1-AS","16125","LT","2022-01-08","5.199.162.48"
"1401_2022-01-06_31133_31.173.137.39","MF-MGSM-AS PJSC MegaFon","31133","RU","2022-01-06","31.173.137.39"
"1534_2022-01-06_27695_190.109.171.17","EDATEL S.A. E.S.P","27695","CO","2022-01-06","190.109.171.17"
"63_2022-12-24_6128_75.99.125.238","CABLE-NET-1","6128","US","2022-12-24","75.99.125.238"
"1821_2022-01-07_8412_81.223.127.86","TMA Magenta Telekom","8412","AT","2022-01-07","81.223.127.86"
"981_2022-01-05_16276_37.187.115.122","OVH","16276","FR","2022-01-05","37.187.115.122"
"1029_2022-01-05_17762_49.248.217.170","HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd","17762","IN","2022-01-05","49.248.217.170"
"165_2022-12-23_3215_81.248.77.37","France Telecom - Orange","3215","MQ","2022-12-23","81.248.77.37"
"327_2022-01-03_25459_37.247.35.130","NEDZONE-AS","25459","NL","2022-01-03","37.247.35.130"
"120_2022-12-22_20001_76.80.180.154","TWC-20001-PACWEST","20001","US","2022-12-22","76.80.180.154"
"665_2022-01-04_34123_185.94.172.15","NETORN-AS","34123","RU","2022-01-04","185.94.172.15"
"1097_2022-01-05_30036_173.21.10.71","MEDIACOM-ENTERPRISE-BUSINESS","30036","US","2022-01-05","173.21.10.71"
"2795_2022-01-10_271799_177.52.221.73","""TELERY NETWORKS, S.R.L""","271799","DO","2022-01-10","177.52.221.73"
"1209_2022-01-05_27695_190.109.169.161","EDATEL S.A. E.S.P","27695","CO","2022-01-05","190.109.169.161"
"24_2022-12-22_17557_182.191.92.203","PKTELECOM-AS-PK Pakistan Telecommunication Company Limited","17557","PK","2022-12-22","182.191.92.203"
"1162_2022-01-05_8560_50.21.183.143","""IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.""","8560","US","2022-01-05","50.21.183.143"
"1051_2022-01-05_28009_190.93.208.53","Davitel S.A.","28009","AR","2022-01-05","190.93.208.53"
"1823_2022-01-07_9318_116.124.128.206","SKB-AS SK Broadband Co Ltd","9318","KR","2022-01-07","116.124.128.206"
"32_2022-12-25_9318_116.125.120.88","SKB-AS SK Broadband Co Ltd","9318","KR","2022-12-25","116.125.120.88"
"923_2022-01-04_20115_24.178.196.158","CHARTER-20115","20115","US","2022-01-04","24.178.196.158"
